="Linear regression: Dependent variable ln_welfare_perc"
="",="(0.0341)",="(0.0294)",="(0.0305)",="(0.0305)"
="Tripura",="0.0114",="-0.393***",="-0.258***",="-0.329***"
="",="(0.0314)",="(0.0284)",="(0.0284)",="(0.0266)"
="Meghalaya",="0.0453",="0.0258",="-0.179***",="-0.0983***"
="",="(0.0271)",="(0.0280)",="(0.0330)",="(0.0257)"
="Assam",="-0.108***",="-0.132***",="-0.259***",="-0.292***"
="",="(0.0229)",="(0.0268)",="(0.0295)",="(0.0243)"
="West Bengal",="-0.0722**",="-0.175***",="-0.293***",="-0.260***"
="",="(0.0223)",="(0.0258)",="(0.0256)",="(0.0217)"
="Orissa",="-0.300***",="-0.509***",="-0.525***",="-0.529***"
="",="(0.0242)",="(0.0275)",="(0.0275)",="(0.0229)"
="Madhya Pradesh",="-0.287***",="-0.449***",="-0.408***",="-0.379***"
="",="(0.0222)",="(0.0274)",="(0.0314)",="(0.0247)"
="Gujarat",="-0.151***",="-0.187***",="-0.172***",="-0.0699**"
="",="(0.0235)",="(0.0284)",="(0.0285)",="(0.0244)"
="Daman & Diu",="0.0567",="0.221***",="-0.0504",="0.107"
="",="(0.0628)",="(0.0658)",="(0.0918)",="(0.0988)"
="Dadra & Nagar Haveli",="-0.404***",="-0.308**",="-0.334***",="-0.360***"
="",="(0.0667)",="(0.103)",="(0.0564)",="(0.0847)"
="Maharashtra",="-0.225***",="-0.264***",="-0.153***",="-0.0745***"
="",="(0.0227)",="(0.0260)",="(0.0267)",="(0.0221)"
="Andhra Pradesh",="-0.238***",="-0.338***",="-0.275***",="-0.121***"
="",="(0.0232)",="(0.0260)",="(0.0263)",="(0.0219)"
="Karnataka",="-0.246***",="-0.387***",="-0.376***",="-0.148***"
="",="(0.0238)",="(0.0279)",="(0.0300)",="(0.0368)"
="Goa",="0.0493",="0.0435",="0.171***",="0.241***"
="",="(0.0522)",="(0.0627)",="(0.0442)",="(0.0450)"
="Lakshadweep",="0.186*",="0.323*",="0.200***",="0.346***"
="",="(0.0751)",="(0.145)",="(0.0596)",="(0.0792)"
="Kerala",="0.0117",="0.0554*",="0.0491",="0.136***"
="",="(0.0232)",="(0.0279)",="(0.0276)",="(0.0238)"
="Tamil Nadu",="-0.273***",="-0.339***",="-0.339***",="-0.167***"
="",="(0.0253)",="(0.0267)",="(0.0261)",="(0.0231)"
="Pondicherry",="-0.130*",="-0.223***",="-0.0148",="0.0557"
="",="(0.0545)",="(0.0500)",="(0.0407)",="(0.0361)"
="A & N Islands",="0.311***",="0.203***",="0.193***",="0.323***"
="",="(0.0310)",="(0.0484)",="(0.0322)",="(0.0451)"
="Uttaranchal",="",="-0.157***",="-0.108",="-0.0626"
="",="",="(0.0316)",="(0.0614)",="(0.0353)"
="Jharkhand",="",="-0.324***",="-0.380***",="-0.418***"
="",="",="(0.0274)",="(0.0301)",="(0.0270)"
="Chhattisgarh",="",="-0.516***",="-0.538***",="-0.539***"
="",="",="(0.0298)",="(0.0328)",="(0.0308)"
="Constant",="0.115**",="0.113**",="0.508***",="0.519***"
="",="(0.0398)",="(0.0396)",="(0.0565)",="(0.0430)"
="Observations",="115025",="124543",="100636",="101648"
="R-squared",="0.254",="0.278",="0.287",="0.285"
="Standard errors in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
